DATASET;INSTITUTION_NAME;INSTITUTION_CODE;COLLECTION_CODE;CATALOG_NUMBER;REG_ID;SPECIES_NAME;INSTITUTION_CODE_1;LATITUDE;LONGITUDE;GEO_PRECISION_LEVEL;GEOREFERENCING_COMMENTS;REGISTERED_BY;SACC;YEAR;MONTH;DAY;ORIGINAL_DATE;COUNTRY;DEPARTMENT;MUNICIPALITY;STANDARDIZD_LOCALITY;ORIGINAL_LOCALITY;ORIGINAL_ELEVATION;COMMENTS ON ID;MIGRATORY;RECORD_ID;SEX
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3471404074;567386;Tyrannus tyrannus;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;2398;1947;1;12;1/12/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347140,4074237;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3471414074;567387;Tyrannus tyrannus;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;2398;1947;1;12;1/12/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347141,4074238;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3471424074;567388;Tyrannus tyrannus;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;2398;1947;1;12;1/12/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347142,4074239;
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";3471434074;727782;Tyrannus tyrannus;USNM;8278684;-73369998;4;Coordenadas al NW de la cabecera municipal de Ocaña, valle cerca a la cabecera municipal.;M. Carriker;2398;1946;10;23;10/23/1946;Colombia;Norte de Santander;Ocaña;Ocaña, Valley NW of city;Ocaña, Valley NW of city;;KEN;1;-;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3471484207;454199;Myiarchus crinitus;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;2418;1947;1;14;1/14/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347148,4207049;
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";3471504074;707682;Myiodynastes maculatus;USNM;8278684;-73369998;4;Coordenadas al NW de la cabecera municipal de Ocaña, valle cerca a la cabecera municipal.;M. Carriker;2389;1946;10;30;10/30/1946;Colombia;Norte de Santander;Ocaña;Ocaña, Valley NW of city;Ocaña, Valley NW of city;;;1;-;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3471514074;458791;Myiodynastes maculatus;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;2389;1947;1;10;1/10/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347151,4074247;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3471524074;458792;Myiodynastes maculatus;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;2389;1947;1;7;1/07/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347152,4074248;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3471534074;458793;Myiodynastes maculatus;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;2389;1947;1;7;1/07/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347153,4074249;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3471924074;570061;Vireo flavifrons;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;2589;1947;1;11;1/11/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347192,4074287;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3472034074;385537;Setophaga castanea;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;3225;1947;1;14;1/14/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347203,4074298;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3472044074;569693;Leiothlypis peregrina;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;3211;1947;1;14;1/14/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347204,4074299;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3472234074;495463;Piranga rubra;USNM;984917;-74235484;5;Cordenada corresponde al centro poblado de El Difícil;M. Carriker;3174;1947;1;9;1/09/1947;Colombia;Magdalena;Ariguaní;El Difícil;El Dificil;;;1;USNM-347223,4074318;
Biomap;Field Museum of Natural History;FMNH;;356563;604845;Setophaga petechia;FMNH;8064828;-72482931;4;Coordenadas luego de recorrer 16 km al N de la cabecera municiapl de Cúcuta vía nacional # 55. ;Jewett, O.S.;3227;1911;3;15;3/15/1911;Colombia;Norte de Santander;Cúcuta;Cúcuta, 16 km al N de;Cucuta, 16 Km al N de;Unknown;;1;-;Male
Aves Colombia [310112];Field Museum of Natural History;FMNH;Aves;356563;691931;Setophaga petechia;FMNH;8058104;-72483926;4;Coordenadas luego de recorrer 16 km al norte de Cúcuta, por la via nacilan # 55. Coordenadas cercanas a La Voladora y a la Q. La Floresta.;;3227;1911;3;15;3/15/1911;Colombia;Norte de Santander;Cúcuta;Cúcuta, 16 km N;Cucuta, 10 mi N;;;1;-;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";368473;348131;Cathartes aura;USNM;12164332;-71292535;4;La coordenada corresponde a un punto en el parque, próximo a Nazareth. ;A. Wetmore & M. Carriker;330;1941;4;30;4/30/1941;Colombia;La Guajira;Uribia;Macuira PNN, Nazareth;Nazaret;;;1;USNM-368473;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3684734079;348132;Cathartes aura;USNM;12164332;-71292535;4;La coordenada corresponde a un punto en el parque, próximo a Nazareth. ;A. Wetmore & M. Carriker;330;1941;4;30;4/30/1941;Colombia;La Guajira;Uribia;Macuira PNN, Nazareth;Nazaret;;;1;USNM-368473,4079117;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";368587;322121;Arenaria interpres;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;486;1941;4;23;4/23/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368587;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685874208;322122;Arenaria interpres;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;486;1941;4;23;4/23/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368587,4208451;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";368588;322123;Arenaria interpres;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;486;1941;4;23;4/23/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368588;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685884208;322124;Arenaria interpres;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;486;1941;4;23;4/23/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368588,4208452;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685924208;353735;Charadrius wilsonia;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;460;1941;4;22;4/22/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368592,4208456;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685934208;353736;Charadrius wilsonia;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;460;1941;4;22;4/22/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368593,4208457;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685944208;353737;Charadrius wilsonia;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;460;1941;4;22;4/22/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368594,4208458;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685954208;353738;Charadrius wilsonia;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;460;1941;4;22;4/22/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368595,4208459;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685964208;353739;Charadrius wilsonia;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;460;1941;4;24;4/24/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368596,420846;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685974208;353740;Charadrius wilsonia;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;460;1941;4;24;4/24/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-368597,4208461;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3685984208;557566;Tringa solitaria;USNM;11480551;-72734121;4;Coordenadas corresponden a punto medio del Río Rancheria en Riohacha;A. Wetmore & M. Carriker;517;1941;4;8;4/08/1941;Colombia;La Guajira;Riohacha;Ranchería río;Rio Rancheria, Rio Hacha;;;1;USNM-368598,4208462;
Biomap;National Museum of Natural History;USNM;;368729;363288;Coccyzus americanus;USNM;10315899;-73849578;3;Coordenada corresponde a la localidad según el Geoportal IGAC, ajustado por elevación (400 msnm);"Wetmore, A.;  Carriker, M.A.";655;1941;3;31;3/31/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito (400m);Caracolicito, area;100;KEN;1;USNM-368729;MALE
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3687294208;363428;Coccyzus americanus;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;655;1941;3;31;3/31/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito, 8 mi NW rio Ariguanicito;Caracolicito, Rio Ariguanicito, 8 mi NW;;KEN;1;USNM-368729,4208481;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";368756;345054;Antrostomus carolinensis;USNM;11405058;-723436;6;Coordenadas corresponden a límite de los municipio de Riohacha y Maicao, en donde se localiza el arroyo El Salado, afluente de la quebrada Moreno;A. Wetmore & M. Carriker;743;1941;4;19;4/19/1941;Colombia;La Guajira;Maicao;Arroyo Salado;Maicao, Arroyo Salado;;;1;USNM-368756;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3687564208;345055;Antrostomus carolinensis;USNM;11405058;-723436;6;Coordenadas corresponden a límite de los municipio de Riohacha y Maicao, en donde se localiza el arroyo El Salado, afluente de la quebrada Moreno;A. Wetmore & M. Carriker;743;1941;4;19;4/19/1941;Colombia;La Guajira;Maicao;Arroyo Salado;Maicao, Arroyo Salado;;;1;USNM-368756,420849;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";368757;345072;Antrostomus carolinensis;USNM;10900219;-72871746;4;La coordenada corresponde a un punto del río Ranchería entre Fonseca y Distracción. ;M. Carriker;743;1941;6;28;6/28/1941;Colombia;La Guajira;Fonseca;Fonseca - Distracción, Rio Ranchería;Fonseca, Distraccion, Rio Rancheria;305;;1;USNM-368757;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3687574208;345073;Antrostomus carolinensis;USNM;10900219;-72871746;4;La coordenada corresponde a un punto del río Ranchería entre Fonseca y Distracción. ;M. Carriker;743;1941;6;28;6/28/1941;Colombia;La Guajira;Fonseca;Fonseca - Distracción, Rio Ranchería;Fonseca, Distraccion, Rio Rancheria;305;;1;USNM-368757,4208491;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693504375;567228;Tyrannus savana;USNM;11256469;-72362399;4;Coordenadas corresponden al corregimiento de Carraipía;M. Carriker;2397;1941;5;31;5/31/1941;Colombia;La Guajira;Maicao;Carraipía;Carraipia;;;1;USNM-369350,4375206;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693514371;564709;Tyrannus dominicensis;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;2399;1941;4;22;4/22/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-369351,4370695;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";369352437;564710;Tyrannus dominicensis;USNM;1078128;-72702918;4;Coordenadas asignadas al corregimiento de Puerto López;A. Wetmore & M. Carriker;2399;1941;4;23;4/23/1941;Colombia;La Guajira;Fonseca;Puerto López;Puerto Lopez;;;1;USNM-369352,4370199;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";369353437;564708;Tyrannus dominicensis;USNM;12149957;-7195205;4;Coordenadas corresponden a Bahía Portete;M. Carriker;2399;1941;5;16;5/16/1941;Colombia;La Guajira;Uribia;Portete bahia de;Bahia Portete;;;1;USNM-369353,43702;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693644372;458786;Myiodynastes maculatus;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;2389;1941;3;25;3/25/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito;Caracolicito;;;1;USNM-369364,4371675;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693654372;458787;Myiodynastes maculatus;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;2389;1941;3;26;3/26/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito;Caracolicito;;;1;USNM-369365,4371676;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693674372;458776;Myiodynastes maculatus;USNM;11256469;-72362399;4;Coordenadas corresponden al corregimiento de Carraipía;M. Carriker;2389;1941;5;30;5/30/1941;Colombia;La Guajira;Maicao;Carraipía;Carraipia;;;1;USNM-369367,4371678;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693684372;458859;Myiodynastes maculatus;USNM;11256469;-72362399;4;Coordenadas corresponden al corregimiento de Carraipía;M. Carriker;2389;1941;5;31;5/31/1941;Colombia;La Guajira;Maicao;Carraipía;Carraipia;;;1;USNM-369368,4371679;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693694372;458777;Myiodynastes maculatus;USNM;11256469;-72362399;4;Coordenadas corresponden al corregimiento de Carraipía;M. Carriker;2389;1941;5;31;5/31/1941;Colombia;La Guajira;Maicao;Carraipía;Carraipia;;;1;USNM-369369,437168;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693944325;373055;Contopus virens;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;2293;1941;3;25;3/25/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito;Caracolicito;;KEN;1;USNM-369394,4325064;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3693954325;373056;Contopus virens;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;2293;1941;3;28;3/28/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito;Caracolicito;;KEN;1;USNM-369395,4325065;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3695184357;454196;Myiarchus crinitus;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;2418;1941;3;25;3/25/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito;Caracolicito;;;1;USNM-369518,4356712;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3695294357;454195;Myiarchus crinitus;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;2418;1941;3;26;3/26/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito;Caracolicito;;;1;USNM-369529,4357465;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3696484382;349067;Catharus minimus;USNM;11405058;-723436;6;Coordenadas corresponden a límite de los municipio de Riohacha y Maicao, en donde se localiza el arroyo El Salado, afluente de la quebrada Moreno;A. Wetmore & M. Carriker;2709;1941;4;19;4/19/1941;Colombia;La Guajira;Maicao;Arroyo Salado;Maicao, Arroyo Salado;;KEN;1;USNM-369648,4382445;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3698284303;571373;Vireo olivaceus;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;2594;1941;3;31;3/31/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito, 8 mi NW rio Ariguanicito;Caracolicito, Rio Ariguanicito, 8 mi NW;;;1;USNM-369828,4303382;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3698294306;571235;Vireo olivaceus;USNM;11533333;-72916667;5;Coordenadas corresponden a la ciudad de Riohacha;A. Wetmore & M. Carriker;2594;1941;4;6;4/06/1941;Colombia;La Guajira;Riohacha;Riohacha;Riohacha;;KEN;1;USNM-369829,4306252;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3698304303;571380;Vireo olivaceus;USNM;1122583333;-7221638889;5;Coordendas corresponden a la cabecera municipal de Maicao;A. Wetmore & M. Carriker;2594;1941;4;16;4/16/1941;Colombia;La Guajira;Maicao;Maicao;Maicao;;;1;USNM-369830,4303379;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3698314303;571379;Vireo olivaceus;USNM;12164332;-71292535;4;La coordenada corresponde a un punto en el parque, próximo a Nazareth. ;A. Wetmore & M. Carriker;2594;1941;4;27;4/27/1941;Colombia;La Guajira;Uribia;Macuira PNN, Nazareth;Nazaret;;;1;USNM-369831,4303377;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3698324303;571369;Vireo olivaceus;USNM;11256469;-72362399;4;Coordenadas corresponden al corregimiento de Carraipía;M. Carriker;2594;1941;5;29;5/29/1941;Colombia;La Guajira;Maicao;Carraipía;Carraipia;;;1;USNM-369832,4303396;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3698354303;571372;Vireo olivaceus;USNM;11256469;-72362399;4;Coordenadas corresponden al corregimiento de Carraipía;M. Carriker;2594;1941;5;29;5/29/1941;Colombia;La Guajira;Maicao;Carraipía;Carraipia;;;1;USNM-369835,4303398;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3698394302;570058;Vireo flavifrons;USNM;10316667;-7385;4;Coordenada corresponde a la localidad según el Geoportal IGAC;A. Wetmore & M. Carriker;2589;1941;3;30;3/30/1941;Colombia;Cesar;El Copey;Colonia Agrícola de Caracolicito;Caracolicito;;;1;USNM-369839,4302251;
